"pathway","pval","padj","log2err","ES","NES","size"
"GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING",0.000633277302521971,0.0435349360151922,0.477270815362862,-0.682121969021636,-1.80161900354038,29
"GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT",0.000624689681230564,0.0435349360151922,0.477270815362862,0.535953306733141,1.73503017443826,95
"GOBP_COGNITION",0.000788243237139507,0.0523482054941683,0.477270815362862,0.398311060501077,1.47232434776075,288
"GOBP_EXOCYTIC_PROCESS",0.000789168927047764,0.0523482054941683,0.477270815362862,0.535097236284563,1.72298870670028,90
"GOBP_CONNECTIVE_TISSUE_DEVELOPMENT",0.0008089504612224,0.0527352016186533,0.477270815362862,0.418990813844561,1.52661379216253,251
"GOBP_CARDIAC_CELL_DEVELOPMENT",0.000845189945077549,0.0534566643579594,0.477270815362862,0.567909398921815,1.74468882143933,71
"GOBP_REGULATION_OF_VIRAL_PROCESS",0.000848294065452939,0.0534566643579594,0.477270815362862,-0.47092394390295,-1.63469507958097,117
"GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS",0.000868818636150411,0.053852512512864,0.477270815362862,0.541284898046867,1.7217042498839,82
"GOBP_REGULATION_OF_VESICLE_FUSION",0.000899009474289877,0.0548250777788713,0.477270815362862,0.691771488397398,1.81280490614097,33
"GOBP_AMINO_ACID_TRANSPORT",0.000985201235455842,0.0582038417384146,0.45505986738723,0.470316669547558,1.6004657417742,141
"GOBP_REGULATION_OF_NEUROTRANSMITTER_SECRETION",0.000984657824954447,0.0582038417384146,0.45505986738723,0.539462588458083,1.71590789721466,82
"GOBP_RESPONSE_TO_NUTRIENT_LEVELS",0.00101449738907786,0.0590125327400521,0.45505986738723,0.368988257867463,1.41508477443723,430
"GOBP_VIRAL_GENOME_REPLICATION",0.00103770922867377,0.0594481605093261,0.45505986738723,-0.489193115352069,-1.66547597237838,103
"GOBP_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION",0.00106055123434348,0.0595013210534893,0.45505986738723,0.686467874387529,1.76673737074834,29
"GOBP_SENSORY_SYSTEM_DEVELOPMENT",0.00107011103719579,0.0595013210534893,0.45505986738723,0.369013216253759,1.399985030197,380
"GOBP_ACTION_POTENTIAL",0.00110760368848408,0.0599814015893437,0.45505986738723,0.466608607139876,1.5971593543803,148
"GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS",0.00111047292019414,0.0599814015893437,0.45505986738723,0.673450830101255,1.81147056485139,38
"GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_GROWTH",0.00121674849918911,0.0647961419075217,0.45505986738723,0.771487549806141,1.85433551845141,19
"GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS",0.00124915297684494,0.0655978806312602,0.45505986738723,-0.382899203617963,-1.44761340863085,264
"GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN",0.0013848706571567,0.0668377865627231,0.45505986738723,-0.441876325858365,-1.55894658789316,147
"GOBP_MUSCLE_ORGAN_DEVELOPMENT",0.00137368410917339,0.0668377865627231,0.45505986738723,0.390739566575292,1.4594650902829,319
"GOBP_NEGATIVE_REGULATION_OF_ORGAN_GROWTH",0.00129064631124039,0.0668377865627231,0.45505986738723,0.709207418045881,1.80402226268026,27
"GOBP_POTASSIUM_ION_TRANSPORT",0.00139650492950413,0.0668377865627231,0.45505986738723,0.440221623442583,1.55690572982677,188
"GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH",0.00133958366647572,0.0668377865627231,0.45505986738723,0.401140411226946,1.47639449276294,282
"GOBP_REGULATION_OF_NEURON_MIGRATION",0.00136349264280976,0.0668377865627231,0.45505986738723,0.595350386719128,1.71587592179276,52
"GOBP_VESICLE_FUSION_TO_PLASMA_MEMBRANE",0.00134359088386338,0.0668377865627231,0.45505986738723,0.675601793673908,1.75252810250128,30
"GOBP_LAYER_FORMATION_IN_CEREBRAL_CORTEX",0.00144506584732444,0.0681945233676676,0.45505986738723,0.807611085098224,1.88021824830004,16
"GOBP_SYNAPTIC_VESICLE_MEMBRANE_ORGANIZATION",0.00146934700438426,0.0681945233676676,0.45505986738723,0.677060676902932,1.79246397219168,34
"GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE",0.00147896083473916,0.0681945233676676,0.45505986738723,0.413779766513801,1.50530845193455,250
"GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION",0.00152531142579219,0.069484367480967,0.45505986738723,0.459038083570892,1.58612524460165,163
"GOBP_DOPAMINERGIC_NEURON_DIFFERENTIATION",0.00157191050279401,0.0704295250248535,0.45505986738723,0.66941543136058,1.77935340370528,35
"GOBP_SIGNAL_RELEASE",0.00158331383949023,0.0704295250248535,0.45505986738723,0.365377702360125,1.40089717780361,422
"GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS",0.00162691551982837,0.0707053744881732,0.45505986738723,-0.425202137145541,-1.53755835497553,172
"GOBP_DENDRITE_DEVELOPMENT",0.00160995221033315,0.0707053744881732,0.45505986738723,0.413129718628987,1.48918088443632,234
"GOBP_DENDRITE_MORPHOGENESIS",0.00190789757262047,0.0815755340924142,0.45505986738723,0.458110508328469,1.56068027854854,142
"GOBP_RENAL_WATER_HOMEOSTASIS",0.0019201858064599,0.0815755340924142,0.45505986738723,-0.752848467803668,-1.76863122548315,16
"GOBP_ENDOCRINE_SYSTEM_DEVELOPMENT",0.00200146257119884,0.0824037026862775,0.431707695803346,0.508065501861854,1.67033515681744,102
"GOBP_FOREBRAIN_CELL_MIGRATION",0.00198414958432965,0.0824037026862775,0.431707695803346,0.57734781717857,1.72613896385788,63
"GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT",0.00200506232402474,0.0824037026862775,0.431707695803346,0.488835771601225,1.61866261257957,107
"GOBP_KERATINOCYTE_MIGRATION",0.00213305133599071,0.0867211516277515,0.431707695803346,-0.738262180799225,-1.76462933488662,17
"GOBP_RESPONSE_TO_RETINOIC_ACID",0.002160945054746,0.0869205665105809,0.431707695803346,0.509884706876265,1.64784278419333,92
"GOBP_REGULATION_OF_NEURON_DIFFERENTIATION",0.00220141360579148,0.0876162615105009,0.431707695803346,0.442215065233996,1.54918373582646,177
"GOBP_OLFACTORY_LOBE_DEVELOPMENT",0.00224496530905453,0.0883905434600535,0.431707695803346,0.646609472007762,1.72261195188994,37
"GOBP_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL",0.00226762304036636,0.0883905434600535,0.431707695803346,-0.731851721328152,-1.79846747317355,19
"GOBP_NEURON_PROJECTION_GUIDANCE",0.00230332809738621,0.0888661585328291,0.431707695803346,0.419576836142366,1.50930952777543,225
"GOBP_KIDNEY_MESENCHYME_DEVELOPMENT",0.002442783901522,0.0895247703295492,0.431707695803346,0.792184657621811,1.84430362183884,16
"GOBP_METANEPHROS_DEVELOPMENT",0.00246246660205671,0.0895247703295492,0.431707695803346,0.535201918803151,1.68557374611704,80
"GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS",0.00248614146643816,0.0895247703295492,0.431707695803346,-0.407756497227624,-1.47196157343069,174
"GOBP_RENAL_TUBULE_DEVELOPMENT",0.00236195934445387,0.0895247703295492,0.431707695803346,0.510478313664202,1.64449942096241,91
"GOBP_RESPONSE_TO_ALCOHOL",0.00242205439462172,0.0895247703295492,0.431707695803346,0.409972353316927,1.46414965973902,206
"GOBP_RETINOIC_ACID_METABOLIC_PROCESS",0.00247325015802071,0.0895247703295492,0.431707695803346,0.769126947237942,1.82605615151659,17
"GOBP_RRNA_METABOLIC_PROCESS",0.00241483866347362,0.0895247703295492,0.431707695803346,0.396994519991759,1.45075417229336,261
"GOBP_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT",0.00258780406264866,0.0905971033414315,0.431707695803346,0.732221866503868,1.79746983381613,21
"GOBP_SPINAL_CORD_MOTOR_NEURON_DIFFERENTIATION",0.00258780406264866,0.0905971033414315,0.431707695803346,0.734354531351667,1.81936513968671,22
"GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION",0.00255066073843888,0.0905971033414315,0.431707695803346,0.398570576605607,1.45324624315438,254
"GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT",0.00263451905544415,0.0913863903544433,0.431707695803346,0.359561282463353,1.37635682381088,418
"GOBP_T_CELL_MEDIATED_CYTOTOXICITY",0.00274479992888819,0.0943462593738749,0.431707695803346,-0.625930642614616,-1.74364397701585,35
"GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL",0.00289413854514389,0.098583223776478,0.431707695803346,0.598004253826714,1.69423641030557,49
"GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY",0.00298520120609606,0.100777194287939,0.431707695803346,-0.421372994593218,-1.51032231989129,164
"GOBP_ERBB_SIGNALING_PATHWAY",0.00312063739891979,0.104417079693059,0.431707695803346,-0.432947109546457,-1.49881947908003,121
"GOBP_RESPONSE_TO_BACTERIUM",0.00318107081143782,0.105505515246021,0.431707695803346,-0.336641834284796,-1.32562133237655,416
"GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION",0.00327547312387517,0.107000011453033,0.431707695803346,0.4454598207249,1.5379654419936,162
"GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY",0.00331102918275717,0.107000011453033,0.431707695803346,-0.494516099804205,-1.6182336558502,82
"GOBP_NEPHRON_DEVELOPMENT",0.0032892873006749,0.107000011453033,0.431707695803346,0.445471821088131,1.51591987854307,141
"GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",0.00337255301287448,0.108064601200664,0.431707695803346,-0.616851014344014,-1.72633044963619,36
"GOBP_METANEPHRIC_NEPHRON_DEVELOPMENT",0.00341298109801666,0.108441021273958,0.431707695803346,0.647870374190521,1.71518498120272,34
"GOBP_ACIDIC_AMINO_ACID_TRANSPORT",0.00372443283496522,0.112999148989505,0.431707695803346,0.545492852888597,1.64105684339431,65
"GOBP_AMINE_TRANSPORT",0.00375173360891623,0.112999148989505,0.431707695803346,0.546258523866375,1.65200586935603,66
"GOBP_FAT_CELL_DIFFERENTIATION",0.00365183519122626,0.112999148989505,0.431707695803346,0.410062980901535,1.4650219130682,213
"GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION",0.003804548299223,0.112999148989505,0.431707695803346,0.547734302722323,1.67522932887162,68
"GOBP_NEURAL_RETINA_DEVELOPMENT",0.00382541419483117,0.112999148989505,0.431707695803346,0.526902081062658,1.64471565076367,76
"GOBP_POSITIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT",0.00381042952732504,0.112999148989505,0.431707695803346,0.737970459636225,1.77377435995594,19
"GOBP_POSITIVE_REGULATION_OF_VIRAL_PROCESS",0.0037372754255651,0.112999148989505,0.431707695803346,-0.539228660473782,-1.64045321257396,57
"GOBP_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT",0.00372693213133219,0.112999148989505,0.431707695803346,0.7675175033312,1.77274536929154,15
"GOBP_RENAL_TUBULE_MORPHOGENESIS",0.00379938468402593,0.112999148989505,0.431707695803346,0.533110423091671,1.63227759400704,70
"GOBP_CAMERA_TYPE_EYE_MORPHOGENESIS",0.00392406222288143,0.115014567943525,0.407017918923954,0.458958282798546,1.55234181205584,123
"GOBP_TEMPERATURE_HOMEOSTASIS",0.00397982154398809,0.1157515789063,0.407017918923954,0.445868215381371,1.52839902906137,150
"GOBP_CRANIAL_NERVE_DEVELOPMENT",0.00409592010285636,0.117996273292684,0.407017918923954,0.58322567526147,1.65236646416794,49
"GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION",0.00411941498932406,0.117996273292684,0.407017918923954,-0.532161078131984,-1.67504109876678,64
"GOBP_CARTILAGE_CONDENSATION",0.00422067169211094,0.119092236327399,0.407017918923954,0.763271356677057,1.76293798797998,15
"GOBP_LAMELLIPODIUM_ASSEMBLY",0.0042117284384686,0.119092236327399,0.407017918923954,0.541589766871007,1.6293148270038,65
"GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES",0.0043903642106402,0.120289616524859,0.407017918923954,-0.380228176481246,-1.41944762663398,228
"GOBP_MATURATION_OF_SSU_RRNA",0.00430243233878241,0.120289616524859,0.407017918923954,0.545976088441455,1.57808894363097,54
"GOBP_MEMBRANE_DEPOLARIZATION",0.00438664067848127,0.120289616524859,0.407017918923954,0.505645065767321,1.61357870634935,84
"GOBP_SPINAL_CORD_PATTERNING",0.00436847925798048,0.120289616524859,0.407017918923954,0.771674033406579,1.79655235808691,16
"GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT",0.00447048263044034,0.120734963040678,0.407017918923954,-0.362064415101069,-1.37753948322994,269
"GOBP_REGULATION_OF_SYNAPTIC_VESICLE_MEMBRANE_ORGANIZATION",0.00446342535710218,0.120734963040678,0.407017918923954,0.712965071222402,1.75019794779656,21
"GOBP_HINDLIMB_MORPHOGENESIS",0.00470907625910833,0.126276718692827,0.407017918923954,0.641835652443445,1.6518690464025,29
"GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS",0.00478846288191153,0.127501254623292,0.407017918923954,0.483383164109713,1.5835208551687,100
"GOBP_FOREBRAIN_REGIONALIZATION",0.00483229540876522,0.127768593989799,0.407017918923954,0.712965265969631,1.76637318261666,22
"GOBP_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS",0.00492605066245714,0.129343038574656,0.407017918923954,0.645607113050323,1.69182997797215,33
"GOBP_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT",0.00500167483546421,0.12968535303341,0.407017918923954,0.74231731153278,1.77095615568196,18
"GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT",0.00500768620546888,0.12968535303341,0.407017918923954,-0.713590494349825,-1.70565789793369,17
"GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS",0.00514378279422886,0.131640301174372,0.407017918923954,0.595211373200747,1.64170789815016,43
"GOBP_LAMELLIPODIUM_ORGANIZATION",0.00525725614317115,0.131640301174372,0.407017918923954,0.50179515357274,1.60129313933989,84
"GOBP_METENCEPHALON_DEVELOPMENT",0.00516228050045421,0.131640301174372,0.407017918923954,0.464712241872687,1.53878331993466,107
"GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE",0.0052395993741975,0.131640301174372,0.407017918923954,0.419204279286394,1.47182515768105,178
"GOBP_NEURAL_NUCLEUS_DEVELOPMENT",0.00518767829418284,0.131640301174372,0.407017918923954,0.547486267983997,1.63480063343501,62
"GOBP_OSTEOBLAST_DIFFERENTIATION",0.00532299906679293,0.132409601786474,0.407017918923954,0.399138524772596,1.42827840084465,215
"GOBP_CALCIUM_MEDIATED_SIGNALING",0.00546631056720699,0.134208573081881,0.407017918923954,-0.39716107835997,-1.44078268960576,177
"GOBP_CELL_DIFFERENTIATION_IN_HINDBRAIN",0.00545281409553094,0.134208573081881,0.407017918923954,0.687694803010752,1.71505073194083,23
"GOBP_CELL_FATE_SPECIFICATION",0.00552513827186102,0.134322456662203,0.407017918923954,0.500191275602765,1.59617495760502,84
"GOBP_GLIAL_CELL_DEVELOPMENT",0.00554200032777139,0.134322456662203,0.407017918923954,0.450134280061817,1.50828594425631,114
"GOBP_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT",0.00559498627339677,0.134742949679702,0.407017918923954,0.620034057700774,1.65181322670348,37
"GOBP_REGULATION_OF_SYSTEM_PROCESS",0.0056330745401537,0.134801612888108,0.407017918923954,0.347566518299162,1.33148379073917,463
"GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION",0.00583559094799104,0.13876961870663,0.407017918923954,-0.356653266256418,-1.35997305981987,284
"GOBP_LONG_TERM_MEMORY",0.00593281837735756,0.140147443455968,0.407017918923954,0.639650208664189,1.67621975743297,33
"GOBP_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL",0.00600473045222609,0.140147443455968,0.407017918923954,0.637123472914582,1.65752860389832,32
"GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT",0.00596846731423937,0.140147443455968,0.407017918923954,0.355728563038052,1.35674442796585,412
"GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",0.0061162031959698,0.141873400515103,0.407017918923954,0.552789905143673,1.59321117312655,52
"GOBP_RESPONSE_TO_COCAINE",0.00619612831418811,0.142850982658203,0.407017918923954,0.592572414929275,1.62996640303042,42
"GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY",0.00626399034855661,0.143540287926622,0.407017918923954,-0.3291977997568,-1.29678302205518,399
"GOBP_LONG_TERM_SYNAPTIC_POTENTIATION",0.00643064212991789,0.145594358642033,0.407017918923954,0.485961195902936,1.57052690395937,92
"GOBP_RESPONSE_TO_ETHANOL",0.00643064212991789,0.145594358642033,0.407017918923954,0.485879985563091,1.570264448799,92
"GOBP_MUSCLE_CELL_DIFFERENTIATION",0.00654594780188144,0.147322789517344,0.407017918923954,0.359681490380778,1.35405530702287,349
"GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY",0.00677742821519943,0.151067268999895,0.407017918923954,-0.666398159224068,-1.68018159444191,22
"GOBP_POSTSYNAPTIC_SIGNAL_TRANSDUCTION",0.00683343775634345,0.151067268999895,0.407017918923954,0.586713848787575,1.61385146797722,42
"GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT",0.00687214236127532,0.151067268999895,0.407017918923954,0.514004613661523,1.6044564313522,76
"GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION",0.0068621830392891,0.151067268999895,0.407017918923954,0.514863084982933,1.5817238993524,71
"GOBP_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION",0.00704552424592598,0.152223583850549,0.407017918923954,0.69979211555618,1.71786076761197,21
"GOBP_NERVE_DEVELOPMENT",0.00700821998530782,0.152223583850549,0.407017918923954,0.493969036774286,1.57222014799992,83
"GOBP_RENAL_ABSORPTION",0.00703439192574278,0.152223583850549,0.407017918923954,-0.634436175125256,-1.67136356520686,27
"GOBP_CARTILAGE_DEVELOPMENT",0.00718017694776605,0.154251414997179,0.407017918923954,0.41981383186214,1.47070692865624,177
"GOBP_FORELIMB_MORPHOGENESIS",0.00748645754353107,0.158564306202086,0.407017918923954,0.621518733975717,1.61223528078612,30
"GOBP_ORGAN_GROWTH",0.00752215108052745,0.158564306202086,0.407017918923954,0.439942416181202,1.501746400713,143
"GOBP_RESPONSE_TO_BMP",0.00754868424130533,0.158564306202086,0.407017918923954,0.427625949483929,1.46372521840189,148
"GOBP_RESPONSE_TO_CAFFEINE",0.00744368219798714,0.158564306202086,0.407017918923954,-0.730661112105506,-1.68668910381585,15
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS",0.00767887472666201,0.160407874814967,0.407017918923954,0.520792600755549,1.57499131926739,66
"GOBP_EMBRYONIC_FORELIMB_MORPHOGENESIS",0.0077847227843092,0.160841731406957,0.407017918923954,0.683902958657515,1.70732969274314,24
"GOBP_SENSORY_ORGAN_MORPHOGENESIS",0.00776674109116913,0.160841731406957,0.407017918923954,0.383278096094306,1.39802331689802,255
"GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION",0.00792359184726111,0.162512602792687,0.380730400722792,-0.380590289787363,-1.38875854514716,194
