"ENSEMBL","SYMBOL","GENENAME","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000086061","DNAJA1","DnaJ heat shock protein family (Hsp40) member A1",8330.52138288855,0.527170285708027,0.0689819950752283,7.64214321625696,2.13635351701623e-14,1.31531013335655e-11
"ENSG00000231817","LINC01198","long intergenic non-protein coding RNA 1198",196.522567879055,1.46874833363001,0.192706985978632,7.62166626275227,2.50421811653814e-14,1.48249712499058e-11
"ENSG00000136450","SRSF1","serine and arginine rich splicing factor 1",12524.140391214,0.556459619732777,0.07314504980503,7.60761830385015,2.79192926320104e-14,1.59160648959965e-11
"ENSG00000142173","COL6A2","collagen type VI alpha 2 chain",688.448551674029,-0.914579954354068,0.121869398281995,-7.50459071142544,6.16208274830486e-14,3.38738491649673e-11
"ENSG00000103154","NECAB2","N-terminal EF-hand calcium binding protein 2",294.78172632797,-1.30827586384459,0.174969159575261,-7.47717978997236,7.59344988897653e-14,4.0302889893492e-11
"ENSG00000120694","HSPH1","heat shock protein family H (Hsp110) member 1",4837.67296388789,0.677446348224635,0.0906744308544709,7.47119493158894,7.94698264849469e-14,4.07733189752101e-11
"ENSG00000164687","FABP5","fatty acid binding protein 5",934.134823762536,0.691078018998471,0.0927592023584783,7.45023675740249,9.31728739868559e-14,4.62618347227640e-11
"ENSG00000102317","RBM3","RNA binding motif protein 3",3593.46787261165,0.437283868929,0.0588705098792693,7.42789335145516,1.10340864056401e-13,5.22752024998287e-11
"ENSG00000135048","CEMIP2","cell migration inducing hyaluronidase 2",30760.1981132808,0.513808364283781,0.0692289057414734,7.42187614812999,1.15472770594736e-13,5.22752024998287e-11
"ENSG00000179218","CALR","calreticulin",19081.1136890869,0.493455516987084,0.0664679259469623,7.42396441527052,1.13665710185396e-13,5.22752024998287e-11
"ENSG00000132382","MYBBP1A","MYB binding protein 1a",1522.16628100499,0.588340464124023,0.0793715580809797,7.412484753339,1.23954710254123e-13,5.45117400066132e-11
"ENSG00000110104","CCDC86","coiled-coil domain containing 86",664.646929996696,0.693959525497953,0.0939095399760421,7.38965951355947,1.47205274376719e-13,6.29384328668459e-11
"ENSG00000108551","RASD1","ras related dexamethasone induced 1",176.846187361574,1.466467087353,0.198549942529355,7.38588522701885,1.51442389475516e-13,6.30000340218148e-11
"ENSG00000141076","UTP4","UTP4 small subunit processome component",1426.57702098339,0.486390456575011,0.0660198127649393,7.36734074522119,1.74065177234447e-13,7.05055581050686e-11
"ENSG00000164934","DCAF13","DDB1 and CUL4 associated factor 13",2237.26307896811,0.557072444396661,0.075792444128321,7.34997334897269,1.98246378885145e-13,7.6558097218807e-11
"ENSG00000263465","SRSF8","serine and arginine rich splicing factor 8",805.195714594196,0.812019651104069,0.11048643976754,7.3494960360071,1.98955554102929e-13,7.6558097218807e-11
"ENSG00000152795","HNRNPDL","heterogeneous nuclear ribonucleoprotein D like",8882.0153155225,0.544939148624414,0.0742563617283161,7.33861902119847,2.15808947636023e-13,8.10178371222845e-11
"ENSG00000178585","CTNNBIP1","catenin beta interacting protein 1",1732.66843544445,-0.714343645748026,0.0974395641294747,-7.33114574279938,2.28193335426727e-13,8.36274242592423e-11
"ENSG00000166598","HSP90B1","heat shock protein 90 beta family member 1",17081.4274797208,0.411527838791731,0.0561883871881852,7.3240728090922,2.40556062841303e-13,8.6107881843101e-11
"ENSG00000100968","NFATC4","nuclear factor of activated T cells 4",1283.97700670905,-0.603136094563635,0.0825967486750592,-7.30217719509045,2.83148025949333e-13,9.90503276230032e-11
"ENSG00000274276","LOC102724560","cystathionine beta-synthase like",2865.76424003789,0.68322085954905,0.0937034897481438,7.29130645385152,3.06963635933548e-13,1.04995206317537e-10
"ENSG00000160208","RRP1B","ribosomal RNA processing 1B",4164.22017069855,0.358007580944458,0.0491343992999389,7.28629200815126,3.18602037930316e-13,1.06607012343987e-10
"ENSG00000169302","STK32A","serine/threonine kinase 32A",290.880552718456,-1.24589079336299,0.171118173317325,-7.28087946014122,3.31650922914752e-13,1.08612149053274e-10
"ENSG00000287190",NA,NA,193.789895626789,1.23820958215372,0.170820856788266,7.2485854797491,4.21146611414616e-13,1.32291604957016e-10
"ENSG00000239672","NME1","NME/NM23 nucleoside diphosphate kinase 1",2579.78297573316,0.490752659090335,0.0676870484534748,7.25031849228376,4.15792737422153e-13,1.32291604957016e-10
"ENSG00000113407","TARS1","threonyl-tRNA synthetase 1",3177.54085199365,0.475550797347588,0.0657357837949296,7.23427591327006,4.68019414454256e-13,1.44075096545598e-10
"ENSG00000121966","CXCR4","C-X-C motif chemokine receptor 4",1615.6406979813,0.756582667164094,0.104841312218254,7.21645552841876,5.33601025133408e-13,1.61042881938302e-10
"ENSG00000108312","UBTF","upstream binding transcription factor",2954.68923354258,0.730746414937388,0.10145958447491,7.20233991415663,5.91879146946964e-13,1.75196227496301e-10
"ENSG00000104490","NCALD","neurocalcin delta",6894.29520898235,-0.681418738200177,0.0952128412687435,-7.15679449452448,8.25853564091643e-13,2.35398852935159e-10
"ENSG00000138074","SLC5A6","solute carrier family 5 member 6",1664.0484879053,0.548026957171804,0.0765687549835181,7.15731837731683,8.22704785510171e-13,2.35398852935159e-10
"ENSG00000152495","CAMK4","calcium/calmodulin dependent protein kinase IV",373.870516324601,0.847119225938777,0.118699542486908,7.13666799543234,9.56204243931931e-13,2.62819566475005e-10
"ENSG00000148700","ADD3","adducin 3",5308.94675975907,-0.490409979778097,0.0687115717482894,-7.13722546727082,9.52335682186454e-13,2.62819566475005e-10
"ENSG00000117395","EBNA1BP2","EBNA1 binding protein 2",1118.99668767704,0.522204359664763,0.0734343025375446,7.1111774963448,1.15057052525303e-12,3.1069441271394e-10
"ENSG00000065000","AP3D1","adaptor related protein complex 3 subunit delta 1",4737.19131877207,0.371278289977171,0.0524224742177525,7.0824259159336,1.41652494284205e-12,3.7591641241767e-10
"ENSG00000271254","LOC124905564","neuroblastoma breakpoint family member 1-like",1867.08154876745,0.754475225289456,0.10696293353929,7.0536138111089,1.74329793038325e-12,4.47214029074315e-10
"ENSG00000155438","NIFK","nucleolar protein interacting with the FHA domain of MKI67",1201.71273856746,0.589763028525448,0.0835974328685679,7.05479831483193,1.72851246082007e-12,4.47214029074315e-10
"ENSG00000055044","NOP58","NOP58 ribonucleoprotein",2145.20694240913,0.443729105186949,0.0629470208733621,7.04924711337253,1.79888439603042e-12,4.53908665962299e-10
"ENSG00000091127","PUS7","pseudouridine synthase 7",1308.65537882843,0.554246408034825,0.0787727062872757,7.0360209031482,1.97807275922153e-12,4.87950655225907e-10
"ENSG00000090006","LTBP4","latent transforming growth factor beta binding protein 4",1334.61509477253,-0.73896090634073,0.105045430247327,-7.03467922974719,1.99719927749689e-12,4.87950655225907e-10
"ENSG00000178662","CSRNP3","cysteine and serine rich nuclear protein 3",1118.77868981393,-0.631441088275238,0.0903266432074579,-6.99064047830244,2.73634150460975e-12,6.58090131858645e-10
"ENSG00000163638","ADAMTS9","ADAM metallopeptidase with thrombospondin type 1 motif 9",5859.62016887117,-0.536043302808663,0.0767617058710656,-6.98321248499922,2.88505544571188e-12,6.83181129544574e-10
"ENSG00000166197","NOLC1","nucleolar and coiled-body phosphoprotein 1",5497.34897828046,0.352435924147799,0.0508440068279073,6.9317102670664,4.15782861372474e-12,9.696560306432e-10
"ENSG00000179104","TMTC2","transmembrane O-mannosyltransferase targeting cadherins 2",343.769729831376,-0.827416127592545,0.11951082087865,-6.9233574124028,4.41063076483144e-12,1.01326013033262e-09
"ENSG00000165732","DDX21","DExD-box helicase 21",4396.25301285457,0.421763398895106,0.061019712478861,6.91192045588902,4.78135956894153e-12,1.08227480125218e-09
"ENSG00000100167","SEPTIN3","septin 3",1511.71165868198,0.608796707836513,0.0882957985484113,6.89496802617079,5.38769197630024e-12,1.201845723177e-09
"ENSG00000162687","KCNT2","potassium sodium-activated channel subfamily T member 2",697.597234352332,-0.687935570325685,0.0998659302302147,-6.88859122164916,5.63475969476957e-12,1.23900316031276e-09
"ENSG00000276043","UHRF1","ubiquitin like with PHD and ring finger domains 1",7005.68212964165,0.423401901613758,0.0615151790380721,6.88288497627085,5.86523861455658e-12,1.27151764444021e-09
"ENSG00000105821","DNAJC2","DnaJ heat shock protein family (Hsp40) member C2",778.324213227358,0.557475564997752,0.0811493450527715,6.86974817400221,6.43153373267661e-12,1.37491898907442e-09
"ENSG00000124588","NQO2","N-ribosyldihydronicotinamide:quinone dehydrogenase 2",534.39225540918,-0.850796157585758,0.124017148303431,-6.86031060401524,6.87109856565933e-12,1.44876642633738e-09
"ENSG00000049239","H6PD","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase",1238.79434086374,-0.629828099761996,0.0918761797605477,-6.85518380720101,7.12208850734317e-12,1.48139440952738e-09
"ENSG00000163683","SMIM14","small integral membrane protein 14",1330.72296841223,-0.657905315446482,0.0962523235225142,-6.83521489528087,8.18821911455801e-12,1.68044091481702e-09
"ENSG00000177426","TGIF1","TGFB induced factor homeobox 1",1878.2636301948,-0.475233632390012,0.0695565828322929,-6.83233150679415,8.35455076231682e-12,1.69201638596816e-09
"ENSG00000161547","SRSF2","serine and arginine rich splicing factor 2",6532.87220462987,0.46175555208532,0.0678645541304788,6.804075529584,1.01700175300784e-11,2.03294688081775e-09
"ENSG00000099194","SCD","stearoyl-CoA desaturase",17611.8810024152,0.507736504694887,0.0747818963977694,6.78956444209714,1.12472584282931e-11,2.2194589965165e-09
"ENSG00000188177","ZC3H6","zinc finger CCCH-type containing 6",1451.72069567132,-0.755992028893265,0.111830465059044,-6.76016171884932,1.37837798860284e-11,2.68556886083226e-09
"ENSG00000058668","ATP2B4","ATPase plasma membrane Ca2+ transporting 4",3111.68028265261,-0.59734019289348,0.0884991699247644,-6.74967000708928,1.4818178901392e-11,2.85011068892688e-09
"ENSG00000115902","SLC1A4","solute carrier family 1 member 4",283.396516398529,0.925435393458181,0.137143932882128,6.74791348045687,1.49986334331521e-11,2.85011068892688e-09
"ENSG00000155090","KLF10","KLF transcription factor 10",1236.74560521042,-0.716973658283034,0.106432443344773,-6.73642017181263,1.62336413920952e-11,3.04717327203817e-09
"ENSG00000163938","GNL3","G protein nucleolar 3",2353.94495402919,0.378030859260452,0.0563320622830435,6.71075838411553,1.93615473456802e-11,3.59051731017722e-09
"ENSG00000197498","RPF2","ribosome production factor 2 homolog",967.248175759195,0.604348517397251,0.0901017316367278,6.70740180481618,1.98120189109637e-11,3.63031660806612e-09
"ENSG00000166794","PPIB","peptidylprolyl isomerase B",2561.64673375366,0.548337102126125,0.0817984039022267,6.70351835692968,2.03460122313687e-11,3.6843037678262e-09
"ENSG00000254122","PCDHGB7","protocadherin gamma subfamily B, 7",1258.93074492826,-0.57565745530815,0.0860805966540849,-6.68742408491233,2.27132966184482e-11,3.97276206308131e-09
"ENSG00000084628","NKAIN1","sodium/potassium transporting ATPase interacting 1",1108.87976349194,0.570426115148543,0.0852929015159732,6.68784980942074,2.26473382811826e-11,3.97276206308131e-09
"ENSG00000176225","RTTN","rotatin",1284.58531511805,-0.540477422826775,0.0808153996294235,-6.68780239044931,2.2654675705765e-11,3.97276206308131e-09
"ENSG00000105605","CACNG7","calcium voltage-gated channel auxiliary subunit gamma 7",908.18860775891,-0.796424653124494,0.119178031642957,-6.68264647557268,2.34665210617154e-11,4.05838979979689e-09
"ENSG00000134824","FADS2","fatty acid desaturase 2",8385.28451822283,0.446657254488201,0.0668820186008247,6.67828608992812,2.41752760920296e-11,4.13450944009467e-09
"ENSG00000118298","CA14","carbonic anhydrase 14",1734.86243245488,-0.613072606389115,0.0922373268017168,-6.64668662511264,2.99764302652498e-11,5.07029906200797e-09
"ENSG00000138814","PPP3CA","protein phosphatase 3 catalytic subunit alpha",1543.7117630274,-0.618222018886379,0.0930477358644974,-6.64413822800242,3.0499624541611e-11,5.10271979287474e-09
"ENSG00000174775","HRAS","HRas proto-oncogene, GTPase",394.465048202957,0.736780039374539,0.110938111968056,6.64136090207388,3.10799977158669e-11,5.14390671873789e-09
"ENSG00000018408","WWTR1","WW domain containing transcription regulator 1",220.058965459176,-0.912309911663783,0.137559894390015,-6.6320922657673,3.30961581904148e-11,5.41931986028579e-09
"ENSG00000170017","ALCAM","activated leukocyte cell adhesion molecule",564.660287504127,-0.881546770695416,0.133063285001524,-6.6250188448701,3.4720388169685e-11,5.62543383902939e-09
"ENSG00000197728","RPS26","ribosomal protein S26",3135.30260839722,0.386033719128748,0.0584288869312193,6.60689839228283,3.92455196049872e-11,6.29236497666628e-09
"ENSG00000067798","NAV3","neuron navigator 3",662.558928462853,1.49003985921888,0.226891064149914,6.56720380241312,5.12688564652358e-11,8.13536328570009e-09
"ENSG00000114867","EIF4G1","eukaryotic translation initiation factor 4 gamma 1",14302.54348292,0.334524125374151,0.050960986758819,6.56431805289288,5.22715255018644e-11,8.20982980127242e-09
"ENSG00000131389","SLC6A6","solute carrier family 6 member 6",1551.89209603336,-0.463576547617801,0.070647945653602,-6.56178383290562,5.31678549873814e-11,8.26625882793712e-09
"ENSG00000165495","PKNOX2","PBX/knotted 1 homeobox 2",1688.44181912321,0.626432856733463,0.0954960754401543,6.55977592635247,5.38886920870453e-11,8.29454748603801e-09
"ENSG00000116962","NID1","nidogen 1",4499.92560291997,-0.607013638828076,0.0925623482081406,-6.55788936407612,5.45746727450039e-11,8.31696398902079e-09
"ENSG00000147854","UHRF2","ubiquitin like with PHD and ring finger domains 2",2343.8470978904,-0.415702405477089,0.0637238343300369,-6.5234995641363,6.86856119899044e-11,1.02156677080649e-08
"ENSG00000275591","XKR5","XK related 5",861.843229753635,-0.757767503753194,0.116141383779379,-6.52452622049552,6.82168164390988e-11,1.02156677080649e-08
"ENSG00000157851","DPYSL5","dihydropyrimidinase like 5",15118.0527970788,0.475311082256006,0.0728696143549629,6.52276105017748,6.90247818112495e-11,1.02156677080649e-08
"ENSG00000178409","BEND3","BEN domain containing 3",1370.89099559934,0.485917938141017,0.0745495367467124,6.51805442858698,7.12251498260541e-11,1.04409286297393e-08
"ENSG00000130826","DKC1","dyskerin pseudouridine synthase 1",2545.89905094802,0.395165352556383,0.0608429177250322,6.494845535552,8.31186473032164e-11,1.18459464749177e-08
"ENSG00000158158","CNNM4","cyclin and CBS domain divalent metal cation transport mediator 4",947.197813194859,-0.606168805507449,0.093313286462806,-6.4960610485953,8.2450210531448e-11,1.18459464749177e-08
"ENSG00000185885","IFITM1","interferon induced transmembrane protein 1",831.343521885473,-0.83671576082424,0.128802848877737,-6.49609669440208,8.24306876799280e-11,1.18459464749177e-08
"ENSG00000168259","DNAJC7","DnaJ heat shock protein family (Hsp40) member C7",2333.77124668299,0.384890153267421,0.0592975855297921,6.49082335863483,8.53685251540166e-11,1.20549755887213e-08
"ENSG00000137642","SORL1","sortilin related receptor 1",3591.84951731221,-0.656270568339405,0.101195795377322,-6.48515648197052,8.86397385333082e-11,1.24031168682244e-08
"ENSG00000111641","NOP2","NOP2 nucleolar protein",1280.79559849724,0.443018415359215,0.0683679685677108,6.47991193303418,9.17761705778022e-11,1.27262956534552e-08
"ENSG00000132970","WASF3","WASP family member 3",7632.23730177054,0.579147616878318,0.0894907989049833,6.4715884086947,9.69779890752007e-11,1.33275464986204e-08
"ENSG00000171488","LRRC8C","leucine rich repeat containing 8 VRAC subunit C",1372.3583913254,0.770220569309039,0.119251210677325,6.45880712601849,1.05531509096393e-10,1.43746990089529e-08
"ENSG00000010292","NCAPD2","non-SMC condensin I complex subunit D2",9197.30497296796,-0.423493421398682,0.0655884436500391,-6.45682985951488,1.06918985568172e-10,1.44359388233799e-08
"ENSG00000106460","TMEM106B","transmembrane protein 106B",1693.77501071496,-0.533440034200072,0.0826606695537853,-6.45337180402313,1.09388540161484e-10,1.45663994738713e-08
"ENSG00000104131","EIF3J","eukaryotic translation initiation factor 3 subunit J",2110.43319246448,0.403200395744449,0.0624842399101195,6.45283348768318,1.09777958612855e-10,1.45663994738713e-08
"ENSG00000227057","WDR46","WD repeat domain 46",1280.55079111717,0.475416633140654,0.0738719012178479,6.43568969124881,1.22913917421995e-10,1.61700086919603e-08
"ENSG00000168016","TRANK1","tetratricopeptide repeat and ankyrin repeat containing 1",1368.79888864311,-0.712335080170935,0.110922938770343,-6.42189152277839,1.34591324063177e-10,1.75561835591561e-08
"ENSG00000186790","FOXE3","forkhead box E3",24.3086881875914,3.91482689096261,0.609868886201863,6.41912873329763,1.37056474846909e-10,1.77275063936438e-08
"ENSG00000115053","NCL","nucleolin",25556.9089907585,0.346525994870506,0.054029012898681,6.41370212556604,1.42027591546798e-10,1.82174057424027e-08
"ENSG00000157240","FZD1","frizzled class receptor 1",578.718976712307,-0.85588522181472,0.133689613534928,-6.40203228346612,1.53322235794357e-10,1.95036020937747e-08
"ENSG00000089472","HEPH","hephaestin",2826.87768597808,-0.627369691451268,0.0981361107040785,-6.39285261001479,1.6281919221964e-10,2.05419098905303e-08
"ENSG00000113013","HSPA9","heat shock protein family A (Hsp70) member 9",6263.8284915408,0.34390727434071,0.0539163708546757,6.37853158306344,1.78793976071847e-10,2.23739583715274e-08
"ENSG00000134569","LRP4","LDL receptor related protein 4",1134.16954268241,-0.710330538962565,0.111695150473346,-6.35954681964523,2.02349847928144e-10,2.5117490800887e-08
"ENSG00000164082","GRM2","glutamate metabotropic receptor 2",396.443988171704,-0.65222953210146,0.102766390653146,-6.34672024536551,2.19953574051835e-10,2.70842032944467e-08
"ENSG00000065548","ZC3H15","zinc finger CCCH-type containing 15",2346.21398012427,0.391213922060927,0.0618226244860754,6.32800573112262,2.48349919834003e-10,3.03381108419443e-08
"ENSG00000006283","CACNA1G","calcium voltage-gated channel subunit alpha1 G",259.442148804692,-0.864009786595606,0.136581546690087,-6.32596282246022,2.51658406417835e-10,3.05002062329395e-08
"ENSG00000039560","RAI14","retinoic acid induced 14",3030.86344308103,0.378840121453641,0.0599352523328273,6.32082299995833,2.60173897524935e-10,3.12859111773734e-08
"ENSG00000115541","HSPE1","heat shock protein family E (Hsp10) member 1",2886.50202502039,0.456772387201962,0.072326970316079,6.31538118084862,2.69496379435138e-10,3.2155723040819e-08
"ENSG00000124160","NCOA5","nuclear receptor coactivator 5",1689.72255016817,0.659244332645135,0.104509636707297,6.30797650260235,2.82707121661585e-10,3.34725232047317e-08
"ENSG00000240184","PCDHGC3","protocadherin gamma subfamily C, 3",2293.11601931412,-0.592699160672682,0.0939813670170454,-6.30656032663565,2.8530480638127e-10,3.35222258001566e-08
"ENSG00000135862","LAMC1","laminin subunit gamma 1",3681.22290226791,-0.562471834673685,0.0895317321840802,-6.28237409187197,3.33441297630905e-10,3.85889357378563e-08
"ENSG00000187193","MT1X","metallothionein 1X",214.371116266245,1.04367748328685,0.166103231528217,6.28330631309576,3.314470831187e-10,3.85889357378563e-08
"ENSG00000244879",NA,NA,1878.20882167308,-0.624380079706651,0.099462892969489,-6.27751778643905,3.44020919709479e-10,3.9516194001256e-08
"ENSG00000179820","MYADM","myeloid associated differentiation marker",2340.34772567273,-0.364928075207589,0.0581684614792972,-6.27364152200366,3.52700042229449e-10,4.0213029999968e-08
"ENSG00000100767","PAPLN","papilin, proteoglycan like sulfated glycoprotein",2239.69372180579,-0.464820501510552,0.0741339855757464,-6.270005556839,3.61035220815198e-10,4.08606920499083e-08
"ENSG00000114796","KLHL24","kelch like family member 24",1979.19763794577,-0.657864381639033,0.104970162719038,-6.26715596697575,3.67701821803261e-10,4.1012075660839e-08
"ENSG00000157227","MMP14","matrix metallopeptidase 14",302.766551245403,-1.21131720166331,0.193274356021006,-6.26734568724504,3.67254262613247e-10,4.1012075660839e-08
"ENSG00000104381","GDAP1","ganglioside induced differentiation associated protein 1",765.139255436343,0.663749896934299,0.106071622849562,6.25756332469498,3.91038894919418e-10,4.29919333614263e-08
"ENSG00000103222","ABCC1","ATP binding cassette subfamily C member 1 (ABCC1 blood group)",2874.9898915114,-0.552500057167853,0.0882825315237332,-6.2583168791362,3.89154485973427e-10,4.29919333614263e-08
"ENSG00000148053","NTRK2","neurotrophic receptor tyrosine kinase 2",95.7357305309434,2.05498018434813,0.328734152928785,6.25119162715447,4.07332717952146e-10,4.43252297042821e-08
"ENSG00000111052","LIN7A","lin-7 homolog A, crumbs cell polarity complex component",363.696845286151,-0.692665657168389,0.110828189457623,-6.24990501566611,4.10702378326403e-10,4.43252297042821e-08
"ENSG00000187189","TSPYL4","TSPY like 4",2806.69651965558,0.440365336427303,0.0704642474937421,6.24948611657865,4.11805343536404e-10,4.43252297042821e-08
"ENSG00000145220","LYAR","Ly1 antibody reactive",665.371871990694,0.594737829507022,0.0952169381784225,6.24613478321023,4.20734151166818e-10,4.4971805935831e-08
"ENSG00000137142","IGFBPL1","insulin like growth factor binding protein like 1",2436.5595414247,-0.589426702039815,0.0944328588756834,-6.2417542903765,4.32690284586735e-10,4.52043421421448e-08
"ENSG00000196227","FAM217B","family with sequence similarity 217 member B",909.08082190388,0.790256337141521,0.126622438339327,6.24104501149917,4.34657135982161e-10,4.52043421421448e-08
"ENSG00000156687","UNC5D","unc-5 netrin receptor D",1228.91083537127,-0.614874215882092,0.0984767339625282,-6.24385264560114,4.26922213683921e-10,4.52043421421448e-08
"ENSG00000116455","WDR77","WD repeat domain 77",1632.84946712169,0.505312243510577,0.0809450170921304,6.24266028550514,4.3019056510015e-10,4.52043421421448e-08
"ENSG00000175274","TP53I11","tumor protein p53 inducible protein 11",4715.71386862525,-0.586839468593758,0.0940548042819172,-6.23933538615191,4.39433915112927e-10,4.53944081974374e-08
"ENSG00000166073","GPR176","G protein-coupled receptor 176",626.366580952103,-0.849445188547729,0.136333546522642,-6.23063956167719,4.64534781926423e-10,4.76674624227434e-08
"ENSG00000100714","MTHFD1","methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1",3827.30834566829,0.417881016812625,0.0671658762327459,6.22162681782884,4.920262198607e-10,5.01540899079199e-08
"ENSG00000108039","XPNPEP1","X-prolyl aminopeptidase 1",2387.13603519856,-0.555802498126257,0.0894582865977596,-6.21297947081603,5.19892439176377e-10,5.22825406664885e-08
"ENSG00000145423","SFRP2","secreted frizzled related protein 2",12494.8481791645,0.52567421129765,0.0846221850767815,6.21201415232522,5.23097145441738e-10,5.22825406664885e-08
"ENSG00000184557","SOCS3","suppressor of cytokine signaling 3",948.218859003501,0.712380531645259,0.114652823527027,6.2133710250697,5.18598009492605e-10,5.22825406664885e-08
"ENSG00000121570","DPPA4","developmental pluripotency associated 4",3358.01072214891,-0.562688546748073,0.0906571700760011,-6.20677378608168,5.40833600235747e-10,5.37065211279266e-08
"ENSG00000175155","YPEL2","yippee like 2",923.009530964886,-0.600002128022171,0.0967555540138793,-6.20121639669494,5.60284117100288e-10,5.52813662205618e-08
"ENSG00000138413","IDH1","isocitrate dehydrogenase (NADP(+)) 1",4263.51044533269,0.37566302663412,0.0606685425384597,6.19205622742586,5.93843587400666e-10,5.82193662246563e-08
"ENSG00000088882","CPXM1","carboxypeptidase X, M14 family member 1",2182.12233198287,-0.394720916507037,0.0637758391834488,-6.18919204452391,6.04733716101101e-10,5.85412664039506e-08
"ENSG00000129250","KIF1C","kinesin family member 1C",2633.3936427078,0.40201285194151,0.0649490999608343,6.18966009050059,6.02940898331435e-10,5.85412664039506e-08
"ENSG00000100320","RBFOX2","RNA binding fox-1 homolog 2",6722.58768817203,-0.413904581789139,0.0669209917446658,-6.1849738176083,6.21127781491382e-10,5.912094676213e-08
